"filename", "language", "YAML", "JSON", "HTML", "Markdown", "C++", "Groovy", "Properties", "XML", "Swift", "Dart", "comment", "blank", "total"
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\home\views\home_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -194, 0, -18, -212
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\library\library_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -434, 0, -36, -470
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\search\search_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -87, -1, -7, -95
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\search\searched_results_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -63, -1, -7, -71
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\search\widgets\mic_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, 0, -5, -20
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\search\widgets\searched_text_field.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, 0, -3, -50
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\shorts\logic\shorts_page_logic.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, 0, -6, -31
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\shorts\shorts_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -151, 0, -14, -165
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\shorts\widgets\horizontal_short_widgets.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -202, -1, -29, -232
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\shorts\widgets\short_player.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -115, 0, -17, -132
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\shorts\widgets\vertical_short_widgets.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -86, 0, -5, -91
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\subscriptions\logic\subscriptions_page_logic.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, -4, -8
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\subscriptions\subscriptions_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -251, 0, -22, -273
"d:\flutter_projects\main\youtube-flutter-clone\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, -4, -5, -12
"d:\flutter_projects\main\youtube-flutter-clone\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, -5, -6, -16
"d:\flutter_projects\main\youtube-flutter-clone\linux\main.cc", "C++", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, -2, -7
"d:\flutter_projects\main\youtube-flutter-clone\linux\my_application.cc", "C++", 0, 0, 0, 0, -74, 0, 0, 0, 0, 0, -11, -20, -105
"d:\flutter_projects\main\youtube-flutter-clone\linux\my_application.h", "C++", 0, 0, 0, 0, -7, 0, 0, 0, 0, 0, -7, -5, -19
"d:\flutter_projects\main\youtube-flutter-clone\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, -3, -4, -19
"d:\flutter_projects\main\youtube-flutter-clone\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, -2, -10
"d:\flutter_projects\main\youtube-flutter-clone\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -69
"d:\flutter_projects\main\youtube-flutter-clone\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, -343, 0, 0, 0, -1, -344
"d:\flutter_projects\main\youtube-flutter-clone\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, -4, -16
"d:\flutter_projects\main\youtube-flutter-clone\pubspec.yaml", "YAML", -47, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, -16, -123
"d:\flutter_projects\main\youtube-flutter-clone\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -10, -6, -30
"d:\flutter_projects\main\youtube-flutter-clone\web\index.html", "HTML", 0, 0, -38, 0, 0, 0, 0, 0, 0, 0, -16, -6, -60
"d:\flutter_projects\main\youtube-flutter-clone\web\manifest.json", "JSON", 0, -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -36
"d:\flutter_projects\main\youtube-flutter-clone\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, -4, -5, -12
"d:\flutter_projects\main\youtube-flutter-clone\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, -5, -6, -16
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, -48, 0, 0, 0, 0, 0, -4, -15, -67
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, -5, -9, -34
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\main.cpp", "C++", 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, -4, -10, -44
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\resource.h", "C++", 0, 0, 0, 0, -9, 0, 0, 0, 0, 0, -6, -2, -17
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, -53, 0, 0, 0, 0, 0, -2, -10, -65
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\utils.h", "C++", 0, 0, 0, 0, -8, 0, 0, 0, 0, 0, -6, -6, -20
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, -210, 0, 0, 0, 0, 0, -24, -55, -289
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, -48, 0, 0, 0, 0, 0, -31, -24, -103
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\.github\workflows\ci.yml", "YAML", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 37
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\.github\workflows\firebase-hosting-merge.yml", "YAML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 19
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\.github\workflows\firebase-hosting-pull-request.yml", "YAML", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 17
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\.github\workflows\releases.yml", "YAML", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 36
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\README.md", "Markdown", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\analysis_options.yaml", "YAML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 4, 30
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\build.gradle", "Groovy", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 5, 15, 76
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\src\debug\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 1, 9
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\src\main\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 6, 3, 41
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\src\main\res\drawable-v21\launch_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7, 2, 13
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\src\main\res\drawable\launch_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7, 2, 13
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\src\main\res\values-night\styles.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 1, 19
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\src\main\res\values\styles.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 1, 19
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\src\profile\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 1, 9
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\build.gradle", "Groovy", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\gradle.properties", "Properties", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\gradle\wrapper\gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\settings.gradle", "Groovy", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 12
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\americanexpress-light-large.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\arrow-left.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\arrow-up.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\bell.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\big-star.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\calendar.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\camera.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\chevron-right.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\chrome.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\cirrus-light-large.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\close.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\compass.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\discover-light-large.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\edit.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\eye-off.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\eye.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\eye_on.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\facebook.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\favorite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\folder-plus.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\globe.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\heart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\help-circle-big.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\help-circle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\home-black.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\home.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\instagram.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\like.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\maestro-light-large.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\mail (1).svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\mail.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\map-pin (1).svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\map-pin-small.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\map-pin.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\mastercard-light-large.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\menu-chart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\menu-vertical.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\menu.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\YouTube-Logo.wine.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\YouTube_Logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 20
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\alarm.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\bell.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\broadcast.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\home_house.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\home_unselected.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 1, 109
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\navigation.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\notifications-active.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\notifications_black.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\noun-home-2263849.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 1, 102
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\search.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\youtube_solo_logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 11
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\paypal-light-large.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\phone.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\play.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\plus-circle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\plus.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\search.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\send.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\settings.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\share-2 (1).svg", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\share-2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\share.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\shield.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\shopping-cart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\small-close.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\smartphone.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\star (3).svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\star.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\star_2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\star_full.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\trash-2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\upload.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\user.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\visa-light-large.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\zap-off.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\zap-small.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\zap.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 1, 1, 38
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 1, 1, 27
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\ios\Runner\Runner-Bridging-Header.h", "C++", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\config\routes\route_app.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 2, 6, 30
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\config\themes\app_theme.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 8, 166
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\config\themes\theme_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 5, 20
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\api_result.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 4, 13
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\api_result.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 282, 18, 45, 345
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\error_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 6, 17
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\error_model.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 5, 19
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\network_exception_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 9
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\network_exceptions.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 0, 25, 164
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\network_exceptions.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3519, 66, 277, 3862
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\reformat\date_reformat.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 8, 71
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\reformat\views_reformat.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 10, 72
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\functions\toast_show.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 5, 39
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\resources\assets_manager.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 22, 119
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\resources\color_manager.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 19, 99
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\resources\font_manager.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 11, 45
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\resources\strings_manager.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 1, 42, 184
"d:\flutter_projects\main\youtube\flutter-full-youtube-clone\lib\core\resources\styles_manager.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 8, 59
